username,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
MKT1853,09-10-2021,6094.715275,11.62408579,0.146730956,5.273494999,2.432496107,1.316854707,5.877898723,0.037878287,93.84963426,190.1277533,459.5443519,136.0208988,3536.188218
MKT1853,10-10-2021,2381.14156,4.173230323,18.67626926,0.791318721,21.58092722,2.570796086,8.426184756,0.042913099,111.2910191,469.4766132,169.8920202,79.85583155,3871.789275
MKT1995,01-10-2021,23877.66927,27.35663714,19.30038894,2.043033222,9.828604536,0.953393966,3.088394797,0.062286646,66.13314552,438.1466039,198.9230931,229.8593108,4505.55778
MKT1995,02-10-2021,1168.957084,21.88779047,19.56514774,1.887842448,13.61928864,6.036620464,2.519415181,0.045532981,119.6706749,166.346637,129.8653988,468.6605023,1888.775317
MKT1995,03-10-2021,2733.946235,14.18536806,26.1904285,1.673446116,19.63869534,1.454920525,5.282267961,0.08214995,21.24843259,1.51508312,155.6950836,82.02733538,109.7748945
MKT1995,04-10-2021,10420.8995,21.26801352,8.930936523,0.696966665,17.22545008,3.118751344,11.21446826,0.069000721,181.8858144,599.4889585,263.7237775,1186.099655,3890.953625
MKT1995,05-10-2021,586.7919516,11.72007877,6.592298853,1.303977936,6.627418428,5.275034344,11.6833056,0.069918757,10.34070333,574.9611972,76.31630708,1299.862518,759.3236001
MKT1995,06-10-2021,17946.50412,20.80631674,4.077607799,4.225131493,15.14586613,0.335986619,2.929051193,0.05054427,137.2168497,526.1843655,287.4114291,1421.66327,2185.691997
MKT1995,07-10-2021,23351.85935,13.83207636,21.99968739,4.143995129,9.657558334,1.413218317,4.098401657,0.043459599,74.08527907,328.5516562,280.0044542,1311.37797,4075.237156
MKT1995,08-10-2021,17672.32348,5.537371673,1.754664846,4.581518207,15.44270108,5.683048794,9.983816493,0.010658469,141.3990939,375.5445941,329.6807497,100.5578298,256.4545461
MKT1995,09-10-2021,11913.56698,14.64787867,2.399663617,3.136262775,2.912809556,2.990146631,1.508382893,0.046444733,65.05991604,257.3109805,436.3339213,78.23969093,783.6525207
MKT1995,10-10-2021,25685.2424,10.19795931,20.62931851,6.495437777,6.358319846,0.087217375,11.87657416,0.094046126,183.4072193,410.9885275,487.4068789,1229.056473,3287.952146
MKT2028,01-10-2021,18168.65679,1.804440621,22.0876198,5.392717607,16.13089501,4.500389065,5.324671905,0.030795366,71.01759816,558.7165327,543.982388,580.68836,2873.178761
MKT2028,02-10-2021,12513.44182,24.58199102,18.9709608,0.409258805,10.07363368,4.221732017,2.792707695,0.090998139,196.3816713,61.104066,329.7250658,1032.546852,3965.619904
MKT2028,03-10-2021,23679.50983,20.59954334,25.38890879,4.132301892,8.115678155,3.116149291,9.893276616,0.013225834,65.35680962,576.8687404,615.5695243,1130.790893,365.176419
MKT2028,04-10-2021,842.5065039,23.77868928,26.44848481,0.238948806,1.640697517,3.547652502,9.699459243,0.041975248,120.7297321,470.3659365,109.6728769,1437.377736,3491.618272
MKT2028,05-10-2021,25946.58749,11.52800164,5.392558554,2.335890838,3.410313874,1.871646953,11.95077058,0.05781462,111.2751493,569.5814954,473.9105928,1350.560344,4110.713503
MKT2028,06-10-2021,22858.82319,26.97296025,15.45697186,4.607484257,5.232407481,4.454074727,9.755855588,0.036056262,93.83334849,205.3473951,368.0600493,262.815717,1540.369822
MKT2028,07-10-2021,17671.88441,13.43882249,0.832320195,3.285340306,3.086104321,1.331332875,3.52216579,0.081255739,173.5100787,544.9578125,666.6284429,928.9272921,2497.349815
MKT2028,08-10-2021,2724.325286,0.060957938,18.70368438,5.947365275,14.56189206,4.319466109,0.265468095,0.069189045,196.1411392,639.0808236,653.0157754,1039.471016,4472.307774
MKT2028,09-10-2021,1821.542312,15.82545546,6.895632024,1.266066223,13.51622271,1.273836154,12.28661188,0.055942525,97.88178209,95.70954264,719.8063998,946.994767,4250.823632
MKT2028,10-10-2021,9691.715256,15.68286796,25.75573545,5.635705872,1.690080635,1.940857121,4.681053708,0.05392801,198.0312865,39.39134059,491.5361026,527.766795,1743.328335
MKT2066,01-10-2021,8333.212261,10.62389245,19.00802026,2.844591649,13.55404649,0.079876351,2.476472025,0.035660735,55.60756844,163.4007187,83.58405147,1302.058637,508.1090638
MKT2066,02-10-2021,12238.37264,8.415446185,1.782586774,0.705655767,21.18922631,0.244698266,8.358866512,0.082049814,77.23885963,614.7655025,34.66191754,1423.571361,1718.063831
MKT2066,03-10-2021,18741.97711,26.65707141,1.596671364,5.291709022,13.4181828,2.5087122,11.20219028,0.080862254,187.3659446,336.4800343,216.496398,942.1313215,2905.761542
MKT2066,04-10-2021,3473.550715,9.076602722,27.51850651,2.91913602,0.180758662,5.833224913,0.804187173,0.046307387,84.12846188,626.6016847,48.85407253,1128.822784,2471.250826
MKT2066,05-10-2021,4436.729752,6.164327637,11.13068889,4.653123923,3.299407263,3.464319371,8.822792826,0.004447798,176.280237,253.1445908,433.5133761,1009.491905,3927.835293
MKT2066,06-10-2021,6112.808155,0.362973188,15.94310811,3.237934334,3.272902828,3.5048385,6.570274235,0.026310409,172.2032831,50.31396134,625.9200465,479.1397188,2614.377445
MKT2066,07-10-2021,3401.595648,21.18258438,14.85558922,1.247652426,16.11925516,1.872225062,4.217404911,0.03246619,140.2355857,363.6819709,131.3888083,1184.166424,3028.057456
MKT2066,08-10-2021,20788.86472,10.80606262,21.71465464,4.586337261,13.78037015,6.248541861,4.864664392,0.094659179,13.53644855,639.4823999,684.5826937,429.5824607,1204.900975
MKT2066,09-10-2021,10890.63731,4.167742693,8.776587646,2.665738278,11.63573299,1.025431159,10.8977958,0.073912082,140.327472,39.99146037,270.4180507,1401.378228,2227.268055
MKT2066,10-10-2021,7659.846763,26.44759903,22.09652067,2.644132002,3.417523465,2.419838685,0.167393374,0.069319215,24.74915392,602.9025843,345.3512692,871.4485354,3036.326316
MKT2267,01-10-2021,24893.2023,2.034920925,27.07755178,4.131204997,14.7744644,5.649009261,3.799619591,0.086182075,124.3086897,142.4671112,168.3384373,582.4090323,3186.007437
MKT2267,02-10-2021,8797.711332,13.89898378,5.530359225,0.664656024,19.86571864,5.87799754,7.988200653,0.011352899,94.18034662,232.0925473,93.07212906,804.186126,717.466783
MKT2267,03-10-2021,16302.19287,27.41118597,19.83797864,2.335814711,11.07645285,4.192489264,9.810980354,0.022222675,199.7886839,575.1246325,412.5469005,633.3172118,2151.276857
MKT2267,04-10-2021,9214.117353,3.848604752,8.416947505,1.377131863,2.211508598,4.712342473,8.154905997,0.097395522,69.87731705,136.9265405,555.5140518,687.6618815,2182.519486
MKT2267,05-10-2021,2657.367265,2.802943279,3.629752043,4.27129292,7.694924416,0.802844589,6.708961637,0.072120474,31.00140645,36.96144812,252.7711831,54.28634349,714.6573035
MKT2267,06-10-2021,16357.95875,4.933281469,15.37496256,0.74435688,13.39876143,5.486619608,4.768665576,0.084234721,88.40345441,296.2369034,333.6793214,911.6821735,4303.059534
MKT2267,07-10-2021,18724.96681,16.2507553,19.65817388,2.012023742,13.83813953,1.890143049,2.45080933,0.040576105,116.846477,51.00074694,265.8394474,866.2594999,2026.365797
MKT2267,08-10-2021,156.9736568,17.56363953,0.170464302,3.191241634,2.038697301,1.57403122,7.526087053,0.013304665,191.9629199,79.97721683,111.7801013,408.7654088,1005.230573
MKT2267,09-10-2021,28456.12604,10.55167073,6.739436883,5.712594558,14.46240561,5.774503782,1.36090902,0.061743892,62.28367406,373.7350144,246.1379247,489.881322,80.36969209
MKT2267,10-10-2021,8875.864603,21.00937893,20.15866424,0.484262818,9.185081724,3.24596444,7.558912792,0.054622467,10.25188684,556.0003706,327.5415753,1022.363749,1801.194836
MKT2528,01-10-2021,23971.5253,5.624142445,1.003089598,3.002863912,12.70606904,1.627406846,3.480257135,0.076183874,164.0259539,18.8982827,282.8107602,779.8874732,1910.160665
MKT2528,02-10-2021,14101.32916,27.23726232,7.296271518,3.457267329,10.28923348,0.819548292,12.06500724,0.002413126,7.594451211,123.9482714,444.2816709,391.6928751,387.8834805
MKT2528,03-10-2021,4105.0294,12.45048247,3.941753423,5.156644731,20.63299835,0.180818448,10.81354649,0.039073536,74.8959581,516.7449079,383.6345413,1349.041658,4043.311489
MKT2528,04-10-2021,28030.12244,10.44540206,3.15020473,3.154416016,16.85110762,2.270867202,4.911065986,0.03443124,115.6251608,133.4237293,451.2595225,50.4669732,209.2461143
MKT2528,05-10-2021,19446.47745,0.525275223,9.02623727,1.634428342,18.78598816,5.110034842,4.720963182,0.077744657,21.40852759,233.774568,389.027299,686.7475582,2186.249831
MKT2528,06-10-2021,26688.93209,9.335767343,22.20426648,0.143888225,12.20141829,3.750612785,11.34029288,0.070115469,136.1505368,471.2195885,33.68746363,807.3613609,765.4042323
MKT2528,07-10-2021,16990.24535,6.291484601,22.70371688,4.314295447,0.241107063,2.7473183,0.884015595,0.065454942,118.9772326,168.0026132,477.3219433,958.0279267,74.23235337
MKT2528,08-10-2021,9602.285362,2.625915042,23.54715529,0.12301234,9.084537788,1.117614307,2.431472793,0.028154404,92.02894475,386.9877406,317.326372,294.7123987,4208.48874
MKT2528,09-10-2021,18944.80071,7.501612577,9.581961185,5.550874885,21.03633181,1.634226273,4.006395022,0.07275746,31.54967698,181.9254469,50.42531772,394.2871036,793.7069579
MKT2528,10-10-2021,28199.10001,16.50391584,18.09849603,2.362342796,15.56558574,2.847564924,10.65858133,0.074225097,190.3669279,285.7957475,227.7296712,195.5704653,3222.232862
MKT2571,01-10-2021,5355.248482,4.00224463,3.347630796,6.222024203,5.541332253,6.326476624,4.259618066,0.098632647,39.54438076,87.62880219,677.1800488,273.8702395,586.3610354
MKT2571,02-10-2021,18007.89154,22.35523754,9.856255014,2.498306333,17.35869252,1.755549573,4.2821017,0.003730331,35.62724073,90.88223992,43.8271633,111.7887169,3744.279059
MKT2571,03-10-2021,14835.97873,16.4404684,12.3637817,6.696702236,10.9712578,0.581225884,3.846464649,0.062519176,6.798040694,95.72787981,181.2902221,1112.629457,1093.467488
MKT2571,04-10-2021,27660.83869,21.10442407,22.95737073,3.23878874,11.03930962,5.534241118,11.02111925,0.049929561,118.3810466,171.2902681,240.8737124,786.5107388,2469.921072
MKT2571,05-10-2021,13008.16329,18.112171,8.27942069,1.993805324,2.679302986,4.209756621,8.744460016,0.068842553,2.573909469,589.340959,308.345769,721.1067694,1237.752373
MKT2571,06-10-2021,4200.334669,6.075508845,17.03144826,5.90283625,20.08209401,5.317738219,12.19418416,0.054964227,149.151454,553.4607489,571.0059845,780.7193873,3819.4153
MKT2571,07-10-2021,20430.94599,26.43832505,3.265389043,2.50785848,7.570391788,0.857002619,12.35179734,0.070931428,74.10532124,526.2166713,298.2143762,365.3073772,65.43517175
MKT2571,08-10-2021,18413.23498,1.319440723,3.242928984,2.952681789,5.733045491,0.194325533,9.245745327,0.050387118,42.22804835,426.5768501,444.6654643,443.0570879,2864.725459
MKT2571,09-10-2021,768.3846946,18.34258418,15.84313905,4.19820422,9.416748089,2.735709794,9.551128031,0.031665674,92.8651724,495.5562015,234.9718165,1062.106135,3815.177532
MKT2571,10-10-2021,21045.00585,11.18271171,20.77734244,1.534854215,4.071345273,4.129844593,3.826607972,0.099141894,173.6646813,514.7589956,163.3876766,326.9093197,3631.350423
MKT2636,01-10-2021,15169.87785,27.09670813,27.50597988,1.498154139,6.779586585,2.004068073,5.228083921,0.036615146,100.8518026,550.2921222,24.10763891,1432.431341,1121.157665
MKT2636,02-10-2021,26740.77663,5.172407241,23.87357588,6.351436756,14.02085307,3.105932243,6.301950492,0.046827653,200.6490627,277.8125285,111.9688596,424.426449,3030.82444
MKT2636,03-10-2021,522.5237843,23.95088807,25.77304557,2.149914287,21.33877645,1.856133046,11.29412886,0.053664461,160.1777124,620.7757949,503.3546253,103.5970898,4474.092562
MKT2636,04-10-2021,3321.681669,22.34238355,0.84622966,1.136985804,19.920587,0.265306572,10.40802023,0.093433165,142.3207985,290.1332456,657.0420883,261.8193078,2884.579218
MKT2636,05-10-2021,21696.46007,26.09322271,10.2617715,6.46965101,7.998900122,0.975271201,1.517967708,0.088604477,93.13984469,504.6352948,696.4400145,239.9472721,3672.436147
MKT2636,06-10-2021,27415.54714,13.75660292,25.01151645,2.492482545,17.06132953,2.282422818,2.840983798,0.088664888,160.1201918,479.0933814,535.1288898,1092.822498,120.1182076
MKT2636,07-10-2021,14344.66481,3.043675189,10.86372527,5.333397792,4.710821456,6.106788196,12.4644244,0.014634138,193.5281653,275.3942169,113.2048348,598.3101739,697.352795
MKT2636,08-10-2021,25796.42851,4.574602329,22.55914863,3.00119657,9.998721934,6.02463389,6.890485839,0.045272037,172.4471785,16.75918002,168.8597057,1120.409455,4302.490581
MKT2636,09-10-2021,3427.8972,4.564117751,24.44043044,3.293793497,13.34267707,2.288125098,3.016666379,0.056819327,151.728636,157.1993826,347.7485129,1270.056612,324.9603802
MKT2636,10-10-2021,17650.06783,19.55444793,22.85678011,0.269725169,0.606958597,1.47442944,4.870921044,0.039908827,106.5470285,470.6342866,691.7814363,984.0614141,2452.721259
MKT2679,01-10-2021,10422.44227,11.42367951,12.8258235,1.591117162,16.9982167,6.24804833,4.125126772,0.092367051,74.86258708,385.6570176,314.0490686,937.2430711,4153.987738
MKT2679,02-10-2021,14247.84879,22.14095397,20.36301332,5.72167412,1.251309646,0.63027337,9.351798294,0.033309747,7.33230579,37.28832455,41.59733168,935.7439013,396.6201264
MKT2679,03-10-2021,12364.18541,15.74001953,24.73736786,3.713506247,5.981342251,1.675731068,6.503707166,0.008949796,142.9140511,132.6120041,284.5741177,389.3644465,1005.810225
MKT2679,04-10-2021,23769.76614,9.231095064,15.80610876,6.115809077,9.639895238,1.251790534,5.676903779,0.021879577,199.022412,438.6627754,446.8979515,456.7070097,4292.021955
MKT2679,05-10-2021,23485.24998,14.76176446,12.02103923,3.946203919,7.429999456,5.033407319,7.349605391,0.041393949,158.7431836,234.2161915,461.1254119,122.5153529,1608.659935
MKT2679,06-10-2021,16618.07694,16.28469346,7.559044171,5.577222388,3.196912819,2.199891871,4.733524117,0.007194618,5.458283427,56.52643959,380.767562,431.5102108,43.38140549
MKT2679,07-10-2021,6358.278765,25.22394735,23.89497837,0.184506024,12.35243452,4.820549423,5.675655037,0.071745616,116.061839,553.7603161,554.9233569,1265.55324,2132.996204
MKT2679,08-10-2021,9946.768818,14.66148339,9.432165022,1.524227469,8.935168909,3.100632731,8.859798104,0.097408677,200.5775925,427.3885001,169.8437056,778.4902517,2678.415859
MKT2679,09-10-2021,3678.238226,12.3149338,16.17850889,2.510665664,14.20124257,3.885450079,3.874435407,0.090133144,0.765407633,86.1526878,224.2964953,64.30044098,3805.979615
MKT2679,10-10-2021,6241.919836,11.69279079,4.203051126,0.723955828,11.45500532,4.07063989,9.884730033,0.08294499,33.74393512,553.0355085,288.7867638,831.44081,602.6847886
MKT2685,01-10-2021,2172.591299,15.18156527,1.301980162,5.639102327,4.876969654,1.115252377,8.099614898,0.081145908,33.67220571,96.22948962,515.7813438,75.21032821,3467.947587
MKT2685,02-10-2021,16925.0482,7.592058752,14.4332932,4.621416437,15.06989523,2.742425894,11.20088451,0.018849501,103.902913,659.1905198,235.2495418,248.9070389,2783.996289
MKT2685,03-10-2021,23581.6242,4.424982496,4.006464196,2.606555307,13.17745117,3.030977716,7.175290701,0.003446084,62.50964513,222.7645344,327.0419717,1400.573439,3517.137689
MKT2685,04-10-2021,3239.017445,23.91603653,0.24588727,2.076875785,18.85835565,0.876361379,8.837684197,0.045578032,157.5861194,7.010616677,267.0809663,1066.241857,4029.427126
MKT2685,05-10-2021,24406.59502,17.38848877,10.487409,2.817498937,13.42442665,1.135814109,4.598355495,0.095210813,147.9299245,444.4206657,437.1898191,1367.356524,97.97652178
MKT2685,06-10-2021,24899.97769,20.70010113,2.66444851,2.689674137,19.90130985,1.215808612,6.056716867,0.030086864,42.2557679,630.2185416,637.8827204,750.7373036,2537.324551
MKT2685,07-10-2021,27485.21296,1.657206722,18.65432521,5.773209833,18.51452263,0.338700488,6.031892307,0.09657513,42.45553438,322.0917441,168.8020054,98.56002597,4169.804399
MKT2685,08-10-2021,27249.72332,26.98164973,25.85547002,1.251065865,6.971969982,1.08844643,8.171968699,0.049946466,106.2290133,282.8587261,577.4095191,334.5321978,2427.777954
MKT2685,09-10-2021,5127.326725,15.93744412,25.2017703,5.782174381,18.40896032,0.57863599,7.57424137,0.054608266,35.66602681,592.8469503,217.914338,655.3652446,3027.509172
MKT2685,10-10-2021,7718.101083,26.50684986,0.953717469,5.845688989,17.11527573,3.138268668,0.343375624,0.063796203,77.61571747,509.9168109,645.7306584,602.1928752,4558.925859
MKT2816,01-10-2021,26080.1599,15.4883148,5.946287022,6.029432666,4.821679697,1.402630887,12.04440113,0.002775709,18.19963338,119.4752837,307.9296088,1248.134075,2371.337106
MKT2816,02-10-2021,17029.5467,19.98677742,4.674577108,3.040328279,5.253149937,0.960529527,1.475075307,0.052128435,44.84805191,366.206571,534.205461,420.5152912,1396.888508
MKT2816,03-10-2021,13179.35139,20.41210877,15.0608163,0.666839991,9.059435308,0.02324639,4.974845683,0.067807148,171.5839041,494.4177506,141.1183158,843.4797137,2140.024292
MKT2816,04-10-2021,6829.591672,22.46403392,23.6980583,4.193109771,9.13444393,5.481446026,10.26571856,0.072744436,136.5141889,162.044021,476.9789714,1242.425685,825.8900516
MKT2816,05-10-2021,28067.59565,25.77576939,6.602370342,0.618533661,0.030553223,1.117164834,7.925712997,0.0089035,188.5989239,66.59742033,112.6421931,569.5207449,269.2500149
MKT2816,06-10-2021,1579.892816,13.95559148,9.943275932,3.713510994,0.611264531,1.615129757,12.26378353,0.01821956,201.820048,625.240716,626.762916,1040.835437,3136.064348
MKT2816,07-10-2021,25348.53228,25.61443757,25.75059425,2.044668107,14.15834213,1.416227406,3.887570082,0.089256006,179.1031932,145.6999519,135.7662693,1175.818854,3789.877516
MKT2816,08-10-2021,7814.093579,0.621707659,10.02264775,2.362491731,9.691082882,0.229621857,4.041648118,0.011319642,169.8324374,319.4310004,458.8318089,900.5493253,1941.651917
MKT2816,09-10-2021,361.2136056,23.85323806,4.310455462,0.080232606,2.715499038,6.37190062,5.239427622,0.08790616,8.06555561,156.0970732,90.66177581,536.0864253,3952.880224
MKT2816,10-10-2021,6673.642258,18.00482635,21.39983689,3.91950937,13.28634324,6.29342542,0.623871017,0.08237551,21.22094948,320.7820799,574.8076033,1262.478102,3168.903529
MKT2841,01-10-2021,19901.84664,1.172870386,15.74102379,3.595928546,8.145004745,4.546449386,2.430721141,0.078379303,61.74879199,520.8697868,599.5744009,1303.704449,120.9891306
MKT2841,02-10-2021,15057.07093,22.77986406,25.40429128,0.207175731,21.09417803,4.041344124,11.58723178,0.077193455,143.3481901,539.2154511,79.82109399,567.9190728,2667.916416
MKT2841,03-10-2021,7736.928104,4.324068619,26.51524945,6.10219528,10.52593849,3.521570635,6.101758204,0.054204447,103.7989593,104.6701765,252.7499064,472.7672565,766.8977126
MKT2841,04-10-2021,20252.36497,7.600682078,26.10599724,1.561688375,12.16923949,5.10847107,8.199230511,0.070577199,199.1899297,594.6050174,249.1769825,840.2834677,2342.248584
MKT2841,05-10-2021,25733.83727,6.580259125,14.35434844,4.683839023,5.766103876,4.530138002,7.685875455,0.014484899,107.3999309,286.6100253,491.9731292,981.5992615,3542.560081
MKT2841,06-10-2021,25879.61458,5.609339845,17.19574833,0.246440253,15.41364274,0.375765202,4.840937764,0.006945763,138.4155307,343.4525977,621.3481637,48.85061181,4056.732243
MKT2841,07-10-2021,15003.37367,22.39792645,6.185685001,2.385238733,14.56211801,0.98349477,2.660670646,0.00068751,118.5011413,421.9932615,109.2796754,709.3072538,4217.248661
MKT2841,08-10-2021,25134.29265,5.844192092,24.90855818,2.621384997,1.471775201,5.096122728,8.625998689,0.039325463,193.0302087,158.7779842,107.637812,321.0905783,34.86331651
MKT2841,09-10-2021,2077.50092,26.21351549,20.09833994,1.986256158,7.662785965,5.137253616,10.34255898,0.090264944,193.3250809,193.7228163,392.0373411,1411.951499,2808.093353
MKT2841,10-10-2021,22549.48878,17.03067922,10.10799394,1.912090918,9.068537457,6.108833905,3.381542637,0.053837619,120.6002949,149.519493,394.5270124,1257.395443,3519.557305
MKT2998,01-10-2021,11331.99964,20.258323,18.00872846,1.603209766,12.23136627,0.722171113,4.579578343,0.09104084,122.7228206,130.4101048,271.0284585,663.3760683,3912.21608
MKT2998,02-10-2021,11456.90794,19.24373045,17.4288788,2.001622147,13.81914836,0.806556496,3.095787657,0.03960634,84.12895532,246.634216,108.0155654,507.1460755,2387.649704
MKT2998,03-10-2021,22614.38241,20.28870937,0.762627558,1.957993951,20.79876155,4.075714786,3.630913916,0.022610463,34.79552076,159.0305722,341.4014447,1163.274202,3508.343733
MKT2998,04-10-2021,1163.833555,24.30861662,17.81244342,4.443981165,21.81278747,3.575078763,11.46332774,0.021026835,172.3506796,385.4612446,557.1610212,1177.743224,1384.329689
MKT2998,05-10-2021,1493.214369,6.405346297,16.37366951,2.21926555,12.86128013,2.681358242,0.607848965,0.016624717,55.32245575,102.2206272,122.840482,1300.638708,2919.07021
MKT2998,06-10-2021,22924.19493,11.82981642,7.970329331,3.574581214,5.337578805,4.342861574,3.136462916,0.023147914,115.4076435,308.6906656,712.5538471,875.3131189,691.3005521
MKT2998,07-10-2021,25280.55117,6.170104116,25.37759279,4.557335054,2.552238118,3.571950982,10.85391985,0.00665964,199.9201262,407.5033677,598.7382572,544.570598,3176.29914
MKT2998,08-10-2021,4583.343858,14.67203948,1.741435304,3.440988649,16.72694508,4.246056222,1.672651437,0.058970369,39.36131157,10.31223397,93.77984014,436.4090028,2113.048717
MKT2998,09-10-2021,10955.44346,12.50250188,2.88403791,2.59609353,10.68756778,6.194774235,6.620911108,0.094021501,166.9893492,106.1791781,610.5582211,657.2992801,3814.720325
MKT2998,10-10-2021,18322.78103,24.58483923,16.43380363,2.98752915,17.25731052,2.782997698,7.977868464,0.010279759,186.6247171,277.7295111,132.108985,1084.998683,824.4201612
MKT3143,01-10-2021,10023.85838,7.002219705,8.792164442,0.178544432,9.054583555,1.007189585,9.537717031,0.039482728,112.5469607,655.1279877,159.1490178,206.947429,3457.227774
MKT3143,02-10-2021,5735.835257,7.529765551,21.69952869,3.246704586,12.95359642,0.121713252,9.422369296,0.019951629,107.7580938,438.9736873,549.3256713,873.326258,3707.855797
MKT3143,03-10-2021,7468.38803,6.711189528,22.41582254,0.862316115,16.82516223,1.152341116,1.412409695,0.028835369,146.9021643,286.6626232,641.4116714,428.9561512,1020.465583
MKT3143,04-10-2021,15287.74316,26.16753645,0.983075365,0.239732426,10.94324093,2.210198136,10.09032459,0.032577766,38.26738945,326.5665996,516.1187699,584.7109632,3204.299716
MKT3143,05-10-2021,5995.55701,15.65198841,24.18924692,5.947328534,2.444952126,1.275969517,3.557408894,0.075668811,38.54019901,410.7481339,161.6805633,923.3860295,1777.719305
MKT3143,06-10-2021,10518.96583,16.42261991,4.77506147,4.182707744,20.24216255,3.849321687,5.377940525,0.046566043,176.046947,488.3530353,81.77046378,1008.480655,1175.991081
MKT3143,07-10-2021,12596.89969,9.526609601,23.00967963,1.393354401,15.83459562,4.503137378,11.4362206,0.094450762,124.4164994,449.6077404,641.1328338,299.3640702,1030.613941
MKT3143,08-10-2021,28261.80952,4.343753326,17.37013113,2.520691639,16.86881254,5.719230872,0.368631815,0.016350236,42.60587656,641.1525833,456.815355,1262.582404,4265.182126
MKT3143,09-10-2021,5753.314132,2.896546408,0.904385899,3.906169785,1.41194673,3.297331649,3.9662522,0.091002043,161.3561548,165.4326443,393.7268481,785.3844344,210.785093
MKT3143,10-10-2021,6942.142523,4.051219729,15.46557011,5.215793443,16.66460728,5.07785236,0.2213361,0.059478047,35.0927485,276.9797133,111.7350003,1085.054941,3543.681789
MKT3327,01-10-2021,13815.96878,19.67393011,19.518835,5.149330768,9.449554934,4.409307351,0.264391918,0.013153139,132.6564646,609.550215,358.6839917,389.4256026,4101.8883
MKT3327,02-10-2021,23467.49829,7.245387568,10.88949152,4.618879341,9.34932847,0.221064013,7.961102774,0.090944087,197.1018238,403.1853514,317.9118631,863.4498673,593.0128902
MKT3327,03-10-2021,901.7749087,7.500909207,23.75756753,3.60467891,2.273861653,4.198077098,7.373118927,0.095770938,186.4601963,471.7937085,139.7801756,33.3990843,2396.981578
MKT3327,04-10-2021,3892.049703,19.09237627,24.6566413,2.202412427,2.658873408,1.717790905,8.622552923,0.098957823,168.6391013,185.070123,404.4523488,802.6953564,450.8298394
MKT3327,05-10-2021,10630.34913,18.85144065,26.14168412,5.731220591,18.08197747,0.162855328,5.591060429,0.035785708,135.1225733,120.0632003,99.13240073,282.4833327,407.92832
MKT3327,06-10-2021,27599.13122,0.695047108,6.192106595,4.494546797,11.52923225,0.2204165,6.806728712,0.034648631,148.0848113,578.4690059,119.9337529,93.57291592,1870.226072
MKT3327,07-10-2021,2881.923614,24.85011366,11.03091995,5.37316312,15.17450517,1.413914165,9.333685065,0.028940769,106.004387,101.4750352,128.1618511,1350.89421,577.63625
MKT3327,08-10-2021,2462.326357,4.679362985,7.91718966,1.634746657,2.09792464,5.321492279,7.917061845,0.024490301,87.55512781,329.1324137,537.3017349,459.4259457,4026.679909
MKT3327,09-10-2021,8616.974879,10.30874113,21.73770635,3.934510395,21.02162822,5.26483569,4.477400513,0.054877868,60.51349324,347.1037558,242.7503933,1255.288584,2885.966932
MKT3327,10-10-2021,8762.569172,24.50230387,5.759088964,5.502243249,6.391684757,2.199030726,1.048175276,0.081040999,18.53957739,12.62330532,269.3860394,208.2140752,549.4848979
MKT3385,01-10-2021,22306.26792,12.48308343,4.389642503,4.719290679,18.76674014,1.114603276,4.822891305,0.041702747,118.6553055,634.743064,530.2485208,280.823846,3283.537611
MKT3385,02-10-2021,11137.36237,11.84364474,24.70471351,0.364681731,14.64223565,5.540370903,0.858224616,0.009124972,25.32949581,133.8114591,126.6577577,466.1384107,686.619762
MKT3385,03-10-2021,17937.35204,16.882685,7.900773396,3.251242725,9.657618712,0.048566504,0.25147401,0.079843254,155.3989553,216.9102061,165.5788065,647.0173353,3766.743056
MKT3385,04-10-2021,23015.45073,3.006475062,26.91325557,2.950358017,0.353998725,1.876716615,4.422669514,0.030532594,55.14862939,340.6770397,240.1994936,466.0837409,1100.22355
MKT3385,05-10-2021,7646.063612,14.72714725,0.29240377,2.290632715,10.84086475,0.602979807,2.955862699,0.076876186,15.86296497,413.6097052,278.1712089,521.4929271,3614.88537
MKT3385,06-10-2021,5485.229833,6.961713596,10.35120459,5.457016062,19.16783062,1.037018594,5.130899028,0.076736103,113.3012586,82.20674138,551.1492394,931.177693,3827.119054
MKT3385,07-10-2021,7184.253109,15.30095887,11.82922573,2.621849485,5.98920295,0.917249463,7.473304995,0.055703509,21.01831352,295.9773559,315.9179399,1047.164891,4546.4675
MKT3385,08-10-2021,12174.89985,9.370866419,4.57634744,6.332605286,4.934520863,2.186114141,4.785691325,0.050769192,55.6188321,539.0100108,299.7632084,1198.297642,2881.876662
MKT3385,09-10-2021,23600.81017,7.274184706,18.68795143,4.245929562,15.37155734,1.569409016,2.656572676,0.031982038,70.22499017,168.1857793,398.8097186,849.0570739,832.8878624
MKT3385,10-10-2021,19298.77205,18.45330284,21.43570934,2.513732983,21.23884533,3.532400239,0.83283899,0.051261525,160.3253366,61.48924045,419.5651314,390.5137753,1814.282533
MKT3502,01-10-2021,18938.9387,18.55890801,15.78411782,0.820904441,10.94594844,3.988104397,1.41895683,0.076337283,44.99293204,143.9598955,93.72821097,617.4761325,2976.000003
