username,Month,SystemLoggedInTime,Email,Meetings,WorkingOnIssues,SystemInactiveTime,Offs,SkillPointEarned
MKT2267,01-02-2021,17227,366,4852,12009,7973,0,1000
MKT2267,01-03-2021,12263,562,3098,8603,12937,1,1700
MKT2267,01-04-2021,15627,907,4857,9863,9573,0,1500
MKT2267,01-05-2021,14141,976,4621,8544,11059,3,1100
MKT2267,01-06-2021,12734,1157,1951,9626,12466,3,900
MKT2267,01-07-2021,10426,1573,1050,7803,14774,2,1500
MKT2267,01-08-2021,14952,715,972,13265,10248,2,1800
MKT2267,01-09-2021,11223,221,1445,9557,13977,1,500
MKT2528,01-10-2020,11594,500,5227,5867,13606,2,1700
MKT2528,01-11-2020,13131,1774,1194,10163,12069,3,800
MKT2528,01-12-2020,12837,1522,1891,9424,12363,0,700
MKT2528,01-01-2021,15002,1726,1697,11579,10198,3,1700
MKT2528,01-02-2021,20293,2412,1804,16077,4907,2,600
MKT2528,01-03-2021,15101,1636,1101,12364,10099,3,300
MKT2528,01-04-2021,15271,963,4328,9980,9929,2,1300
MKT2528,01-05-2021,9622,1133,1773,6716,15578,0,200
MKT2528,01-06-2021,13765,2144,4777,6844,11435,2,700
MKT2528,01-07-2021,9705,1445,2754,5506,15495,1,1800
MKT2528,01-08-2021,16944,651,2842,13451,8256,3,400
MKT2528,01-09-2021,13161,2157,2826,8178,12039,1,100
MKT2571,01-10-2020,22194,2508,5392,14294,3006,2,300
MKT2571,01-11-2020,9688,1250,4591,3847,15512,1,800
MKT2571,01-12-2020,14546,1350,4069,9127,10654,3,900
MKT2571,01-01-2021,19865,2629,5163,12073,5335,3,100
MKT2571,01-02-2021,10286,578,4803,4905,14914,1,1700
MKT2571,01-03-2021,16199,2064,2251,11884,9001,0,600
MKT2571,01-04-2021,15754,2200,3308,10246,9446,2,900
MKT2571,01-05-2021,10971,2647,2533,5791,14229,1,0
MKT2571,01-06-2021,19527,1796,3264,14467,5673,2,100
MKT2571,01-07-2021,13432,2457,4953,6022,11768,0,1900
MKT2571,01-08-2021,7692,1461,1988,4243,17508,2,1800
MKT2571,01-09-2021,22256,2457,4412,15387,2944,0,800
MKT2636,01-10-2020,8427,844,906,6677,16773,3,1100
MKT2636,01-11-2020,7555,1668,2280,3607,17645,1,1900
MKT2636,01-12-2020,16155,1157,1833,13165,9045,0,1000
MKT2636,01-01-2021,18537,2311,1752,14474,6663,1,1900
MKT2636,01-02-2021,12668,1660,5115,5893,12532,1,1800
MKT2636,01-03-2021,16172,2652,1973,11547,9028,1,1000
MKT2636,01-04-2021,17416,1169,2287,13960,7784,1,500
MKT2636,01-05-2021,12052,1855,1754,8443,13148,0,1100
MKT2636,01-06-2021,21497,1879,4451,15167,3703,0,1200
MKT2636,01-07-2021,9945,1814,4377,3754,15255,2,700
MKT2636,01-08-2021,19269,2183,2453,14633,5931,2,1200
MKT2636,01-09-2021,18729,1746,3904,13079,6471,1,1200
MKT2679,01-10-2020,19119,1727,3621,13771,6081,3,1900
MKT2679,01-11-2020,18971,1942,2610,14419,6229,1,0
MKT2679,01-12-2020,15074,889,2293,11892,10126,1,500
MKT2679,01-01-2021,17701,1003,4777,11921,7499,0,2000
MKT2679,01-02-2021,12360,1420,2602,8338,12840,2,500
MKT2679,01-03-2021,14895,176,1022,13697,10305,0,0
MKT2679,01-04-2021,8424,1192,1930,5302,16776,1,1200
MKT2679,01-05-2021,18466,2156,4348,11962,6734,3,600
MKT2679,01-06-2021,17306,683,1450,15173,7894,2,900
MKT2679,01-07-2021,18697,1151,2235,15311,6503,3,1900
MKT2679,01-08-2021,15614,2156,4329,9129,9586,3,1300
MKT2679,01-09-2021,10892,930,969,8993,14308,1,1400
MKT2685,01-10-2020,8529,1577,1397,5555,16671,3,1100
MKT2685,01-11-2020,17348,815,3536,12997,7852,2,1800
MKT2685,01-12-2020,14902,1904,4798,8200,10298,2,1100
MKT2685,01-01-2021,13574,2537,3403,7634,11626,3,0
MKT2685,01-02-2021,12534,445,3587,8502,12666,0,700
MKT2685,01-03-2021,19609,2597,2742,14270,5591,0,300
MKT2685,01-04-2021,13054,610,1763,10681,12146,2,1000
MKT2685,01-05-2021,12739,2634,5383,4722,12461,3,500
MKT2685,01-06-2021,19106,2578,1436,15092,6094,2,600
MKT2685,01-07-2021,17097,1023,3572,12502,8103,3,1800
MKT2685,01-08-2021,15622,151,3234,12237,9578,3,900
MKT2685,01-09-2021,17765,2544,2356,12865,7435,3,700
MKT2816,01-10-2020,12645,781,2199,9665,12555,0,900
MKT2816,01-11-2020,18314,1207,3275,13832,6886,3,300
MKT2816,01-12-2020,17195,448,5369,11378,8005,2,900
MKT2816,01-01-2021,15439,2313,2518,10608,9761,0,1600
MKT2816,01-02-2021,20597,2383,4610,13604,4603,0,200
MKT2816,01-03-2021,13517,2014,2558,8945,11683,3,1500
MKT2816,01-04-2021,9130,462,4362,4306,16070,1,1200
MKT2816,01-05-2021,20310,1577,3207,15526,4890,1,500
MKT2816,01-06-2021,9411,694,3295,5422,15789,3,1100
MKT2816,01-07-2021,14380,2135,2350,9895,10820,3,200
MKT2816,01-08-2021,19957,1742,3206,15009,5243,1,900
MKT2816,01-09-2021,16310,2604,1101,12605,8890,2,1600
MKT2841,01-10-2020,13343,1183,4865,7295,11857,2,1100
MKT2841,01-11-2020,12293,972,4339,6982,12907,2,1400
MKT2841,01-12-2020,11637,687,5215,5735,13563,2,900
MKT2841,01-01-2021,17883,958,3049,13876,7317,0,300
MKT2841,01-02-2021,15700,2556,1155,11989,9500,1,0
MKT2841,01-03-2021,13316,669,2113,10534,11884,1,1100
MKT2841,01-04-2021,17433,2066,2029,13338,7767,1,1200
MKT2841,01-05-2021,18140,1121,911,16108,7060,3,1600
MKT2841,01-06-2021,15968,1959,3077,10932,9232,2,900
MKT2841,01-07-2021,17334,1976,2913,12445,7866,0,1700
MKT2841,01-08-2021,13708,1982,3217,8509,11492,0,1700
MKT2841,01-09-2021,9602,1396,3938,4268,15598,3,1700
MKT2998,01-10-2020,11391,1115,1142,9134,13809,2,100
MKT2998,01-11-2020,15206,865,5134,9207,9994,1,500
MKT2998,01-12-2020,14156,2512,4485,7159,11044,3,700
MKT2998,01-01-2021,10492,667,1399,8426,14708,1,1400
MKT2998,01-02-2021,16946,2282,3160,11504,8254,2,300
MKT2998,01-03-2021,23084,1856,5126,16102,2116,3,600
MKT2998,01-04-2021,12865,1393,1475,9997,12335,3,1600
MKT2998,01-05-2021,10918,704,4711,5503,14282,2,500
MKT2998,01-06-2021,9105,55,2094,6956,16095,0,700
MKT2998,01-07-2021,21447,2597,5064,13786,3753,2,1300
MKT2998,01-08-2021,11873,1577,1147,9149,13327,3,1800
MKT2998,01-09-2021,18092,1261,4001,12830,7108,1,1700
MKT3143,01-10-2020,14254,677,3038,10539,10946,2,1300
MKT3143,01-11-2020,11573,1423,983,9167,13627,1,1000
MKT3143,01-12-2020,13573,11,2820,10742,11627,3,800
MKT3143,01-01-2021,12683,1481,2370,8832,12517,2,2000
MKT3143,01-02-2021,20553,1086,3370,16097,4647,0,800
MKT3143,01-03-2021,12560,470,3704,8386,12640,3,200
MKT3143,01-04-2021,15183,275,3917,10991,10017,3,1900
MKT3143,01-05-2021,13429,2134,2620,8675,11771,1,1800
MKT3143,01-06-2021,12213,2533,2793,6887,12987,1,700
MKT3143,01-07-2021,8522,1298,921,6303,16678,1,1500
MKT3143,01-08-2021,14841,123,5038,9680,10359,1,400
MKT3143,01-09-2021,19419,2589,4056,12774,5781,0,0
MKT3327,01-10-2020,11110,2265,2469,6376,14090,2,1000
MKT3327,01-11-2020,6986,16,3014,3956,18214,3,700
MKT3327,01-12-2020,9873,1568,1938,6367,15327,3,200
MKT3327,01-01-2021,12612,1850,5126,5636,12588,2,1500
MKT3327,01-02-2021,10991,1236,3047,6708,14209,2,100
MKT3327,01-03-2021,17435,1754,2179,13502,7765,0,1500
MKT3327,01-04-2021,7795,971,924,5900,17405,1,1200
MKT3327,01-05-2021,15788,1908,4540,9340,9412,1,1700
MKT3327,01-06-2021,16815,1467,3430,11918,8385,2,1700
MKT3327,01-07-2021,22743,2281,5259,15203,2457,3,1000
MKT3327,01-08-2021,11074,1807,3835,5432,14126,2,400
MKT3327,01-09-2021,18014,1568,1344,15102,7186,0,200
MKT3385,01-10-2020,9595,1456,3056,5083,15605,2,100
MKT3385,01-11-2020,13676,2094,4981,6601,11524,3,300
MKT3385,01-12-2020,15592,1388,1809,12395,9608,1,1900
MKT3385,01-01-2021,18912,645,4893,13374,6288,3,1600
MKT3385,01-02-2021,8330,2607,1527,4196,16870,1,400
MKT3385,01-03-2021,21072,2542,4433,14097,4128,0,1600
MKT3385,01-04-2021,15975,352,3276,12347,9225,1,1400
MKT3385,01-05-2021,15477,2243,2697,10537,9723,2,300
MKT3385,01-06-2021,11184,1340,4542,5302,14016,3,1600
MKT3385,01-07-2021,15764,536,3529,11699,9436,0,1300
MKT3385,01-08-2021,18629,198,4057,14374,6571,0,600
MKT3385,01-09-2021,14044,1198,2887,9959,11156,0,800
MKT3502,01-10-2020,15641,1952,3079,10610,9559,1,600
MKT3502,01-11-2020,21982,1851,5077,15054,3218,0,1000
MKT3502,01-12-2020,9578,635,1022,7921,15622,1,0
MKT3502,01-01-2021,17059,1947,5157,9955,8141,0,1200
MKT3502,01-02-2021,8726,1405,2192,5129,16474,2,900
MKT3502,01-03-2021,16558,1912,3420,11226,8642,3,1300
MKT3502,01-04-2021,13107,2549,2173,8385,12093,1,600
MKT3502,01-05-2021,15208,1608,2702,10898,9992,0,0
MKT3502,01-06-2021,12278,811,5237,6230,12922,1,200
MKT3502,01-07-2021,15730,267,1321,14142,9470,2,300
MKT3502,01-08-2021,19859,1727,2760,15372,5341,3,300
MKT3502,01-09-2021,7585,363,1299,5923,17615,2,1600
MKT3786,01-10-2020,11284,423,1186,9675,13916,3,100
MKT3786,01-11-2020,13764,829,1721,11214,11436,1,500
MKT3786,01-12-2020,14647,1834,3120,9693,10553,3,1800
MKT3786,01-01-2021,18554,2206,2508,13840,6646,0,900
MKT3786,01-02-2021,21370,1525,4428,15417,3830,0,1700
MKT3786,01-03-2021,15929,908,2830,12191,9271,0,1100
MKT3786,01-04-2021,16844,2463,1214,13167,8356,3,1000
MKT3786,01-05-2021,20404,1198,3753,15453,4796,3,1800
MKT3786,01-06-2021,13577,2389,1353,9835,11623,0,0
MKT3786,01-07-2021,19337,403,4885,14049,5863,0,1900
MKT3786,01-08-2021,15539,1741,3789,10009,9661,3,2000
MKT3786,01-09-2021,16693,1251,1473,13969,8507,0,900
MKT3839,01-10-2020,19667,268,4488,14911,5533,2,0
MKT3839,01-11-2020,18391,2458,4240,11693,6809,0,2000
MKT3839,01-12-2020,19738,103,3631,16004,5462,0,1300
MKT3839,01-01-2021,13737,2676,4227,6834,11463,1,200
MKT3839,01-02-2021,9871,2340,2645,4886,15329,1,1400
MKT3839,01-03-2021,12988,943,5311,6734,12212,3,1800
MKT3839,01-04-2021,14413,1852,4789,7772,10787,3,1700
MKT3839,01-05-2021,20819,2556,5049,13214,4381,1,100
MKT3839,01-06-2021,13039,1407,5296,6336,12161,1,900
MKT3839,01-07-2021,9819,72,1760,7987,15381,0,700
MKT3839,01-08-2021,16083,207,3429,12447,9117,3,1800
MKT3839,01-09-2021,15408,1861,4540,9007,9792,2,300
MKT3967,01-10-2020,16409,2649,2483,11277,8791,3,1900
MKT3967,01-11-2020,14688,803,1157,12728,10512,1,1800
MKT3967,01-12-2020,15936,2344,5008,8584,9264,1,1300
MKT3967,01-01-2021,5540,267,1160,4113,19660,3,300
MKT3967,01-02-2021,9386,1239,4427,3720,15814,1,1500
MKT3967,01-03-2021,16073,2151,1816,12106,9127,3,1400
MKT3967,01-04-2021,17183,1841,4944,10398,8017,2,1300
MKT3967,01-05-2021,16743,1681,5387,9675,8457,0,600
MKT3967,01-06-2021,11757,1245,4897,5615,13443,3,300
MKT3967,01-07-2021,15828,2698,1987,11143,9372,1,0
MKT3967,01-08-2021,21189,2444,2656,16089,4011,0,1200
MKT3967,01-09-2021,9942,188,2770,6984,15258,2,1700
MKT4051,01-10-2020,21964,2133,4281,15550,3236,1,1100
MKT4051,01-11-2020,17584,2379,3829,11376,7616,1,0
MKT4051,01-12-2020,11043,1301,3407,6335,14157,0,500
MKT4051,01-01-2021,12827,1756,3705,7366,12373,3,1000
MKT4051,01-02-2021,10137,2286,1656,6195,15063,3,600
MKT4051,01-03-2021,11222,1570,2731,6921,13978,1,2000
MKT4051,01-04-2021,10749,2204,2093,6452,14451,1,500
MKT4051,01-05-2021,12482,350,1257,10875,12718,3,0
MKT4051,01-06-2021,9571,45,4402,5124,15629,3,1800
MKT4051,01-07-2021,12722,450,3364,8908,12478,0,900
MKT4051,01-08-2021,9201,2296,3118,3787,15999,1,1800
MKT4051,01-09-2021,9798,456,2189,7153,15402,0,900
MKT4108,01-10-2020,19484,1806,5235,12443,5716,3,500
MKT4108,01-11-2020,16179,682,4977,10520,9021,0,1000
MKT4108,01-12-2020,19254,1541,4387,13326,5946,2,1700
MKT4108,01-01-2021,19034,1290,4929,12815,6166,1,1400
MKT4108,01-02-2021,15871,820,3052,11999,9329,2,2000
MKT4108,01-03-2021,14792,1009,3264,10519,10408,3,1500
MKT4108,01-04-2021,8483,1037,3328,4118,16717,1,300
MKT4108,01-05-2021,20491,2353,2593,15545,4709,0,600
MKT4108,01-06-2021,10047,591,3612,5844,15153,1,1600
MKT4108,01-07-2021,14312,293,4635,9384,10888,0,1500
MKT4108,01-08-2021,10734,1320,3003,6411,14466,1,1100
MKT4108,01-09-2021,18880,906,2311,15663,6320,0,400
MKT4354,01-10-2020,11976,2433,2776,6767,13224,0,800
MKT4354,01-11-2020,13393,747,2527,10119,11807,0,1600
MKT4354,01-12-2020,20176,1809,2334,16033,5024,3,500
MKT4354,01-01-2021,17345,1567,1784,13994,7855,2,700
MKT4354,01-02-2021,12440,2171,3301,6968,12760,0,300
MKT4354,01-03-2021,18461,1937,4026,12498,6739,1,900
MKT4354,01-04-2021,18085,1698,3782,12605,7115,3,1000
MKT4354,01-05-2021,11327,1335,4601,5391,13873,3,1500
MKT4354,01-06-2021,16129,768,2856,12505,9071,2,1000
MKT4354,01-07-2021,20336,1823,5250,13263,4864,2,300
MKT4354,01-08-2021,18239,2521,2765,12953,6961,0,800
MKT4354,01-09-2021,19837,1752,4671,13414,5363,0,1200
MKT4436,01-10-2020,14042,2184,2125,9733,11158,3,0
MKT4436,01-11-2020,18458,1068,4938,12452,6742,2,700
MKT4436,01-12-2020,8596,697,2727,5172,16604,1,1300
MKT4436,01-01-2021,13076,240,3058,9778,12124,1,1600
MKT4436,01-02-2021,19491,2533,4655,12303,5709,1,200
MKT4436,01-03-2021,9498,17,3507,5974,15702,2,100
MKT4436,01-04-2021,9139,1555,2250,5334,16061,3,1300
MKT4436,01-05-2021,18794,1151,1898,15745,6406,3,0
MKT4436,01-06-2021,12638,1190,3238,8210,12562,1,700
MKT4436,01-07-2021,17912,1498,5309,11105,7288,3,500
MKT4436,01-08-2021,19336,100,3874,15362,5864,3,1900
MKT4436,01-09-2021,10124,2464,2693,4967,15076,3,1600
MKT4506,01-10-2020,17402,209,5191,12002,7798,0,600
MKT4506,01-11-2020,18671,1589,3405,13677,6529,3,100
MKT4506,01-12-2020,19688,751,3533,15404,5512,2,900
MKT4506,01-01-2021,13581,1627,2058,9896,11619,0,1600
MKT4506,01-02-2021,12009,1477,3322,7210,13191,1,700
MKT4506,01-03-2021,8655,7,4836,3812,16545,0,100
MKT4506,01-04-2021,10329,1000,1813,7516,14871,0,100
MKT4506,01-05-2021,9036,437,4724,3875,16164,2,2000
MKT4506,01-06-2021,22170,2169,4879,15122,3030,3,2000
MKT4506,01-07-2021,17079,2583,1418,13078,8121,2,100
MKT4506,01-08-2021,11999,1261,4092,6646,13201,0,1200
MKT4506,01-09-2021,14507,1468,3333,9706,10693,3,800
MKT4854,01-10-2020,16590,2392,1941,12257,8610,3,2000
MKT4854,01-11-2020,11477,607,2554,8316,13723,0,1900
MKT4854,01-12-2020,7576,2695,1051,3830,17624,3,1900
MKT4854,01-01-2021,13972,245,2851,10876,11228,0,1300
MKT4854,01-02-2021,15503,547,3123,11833,9697,0,600
MKT4854,01-03-2021,8206,781,1670,5755,16994,3,900
MKT4854,01-04-2021,15151,590,2555,12006,10049,2,500
MKT4854,01-05-2021,17364,532,1542,15290,7836,3,900
MKT4854,01-06-2021,10404,588,3850,5966,14796,1,1400
MKT4854,01-07-2021,20440,2022,4434,13984,4760,1,1300
MKT4854,01-08-2021,11055,26,2194,8835,14145,2,500
MKT4854,01-09-2021,15441,559,3438,11444,9759,0,700
MKT4863,01-10-2020,20334,1037,5356,13941,4866,0,900
MKT4863,01-11-2020,14049,531,5197,8321,11151,1,900
MKT4863,01-12-2020,22531,2323,4541,15667,2669,0,2000
MKT4863,01-01-2021,13134,2189,2565,8380,12066,1,100
MKT4863,01-02-2021,17847,1697,4712,11438,7353,3,1500
MKT4863,01-03-2021,9578,1850,3768,3960,15622,2,1500
MKT4863,01-04-2021,10261,771,3720,5770,14939,1,1100
MKT4863,01-05-2021,11994,1219,4402,6373,13206,1,700
MKT4863,01-06-2021,20343,2690,3985,13668,4857,1,600
MKT4863,01-07-2021,13726,1354,4534,7838,11474,2,1300
MKT4863,01-08-2021,20850,2150,4369,14331,4350,0,200
MKT4863,01-09-2021,14445,643,3306,10496,10755,1,500
MKT5061,01-10-2020,16616,1880,5029,9707,8584,2,200
MKT5061,01-11-2020,12960,1043,1359,10558,12240,0,1400
MKT5061,01-12-2020,10136,797,3763,5576,15064,1,900
MKT5061,01-01-2021,12795,2314,1718,8763,12405,2,1800
MKT5061,01-02-2021,10453,1034,1130,8289,14747,1,1200
MKT5061,01-03-2021,19125,2260,5106,11759,6075,0,900
MKT5061,01-04-2021,13292,978,3982,8332,11908,1,600
MKT5061,01-05-2021,8085,2424,997,4664,17115,2,1300
MKT5061,01-06-2021,20412,1788,4285,14339,4788,0,1600
MKT5061,01-07-2021,13124,811,5397,6916,12076,0,1200
MKT5061,01-08-2021,12595,2281,4883,5431,12605,0,1600
MKT5061,01-09-2021,18823,1881,1395,15547,6377,3,1400
MKT5389,01-10-2020,20088,2137,2596,15355,5112,0,200
MKT5389,01-11-2020,17961,1170,3353,13438,7239,2,200
MKT5389,01-12-2020,19158,2100,4157,12901,6042,3,700
MKT5389,01-01-2021,14829,2222,3570,9037,10371,1,800
MKT5389,01-02-2021,15168,1588,4911,8669,10032,1,300
MKT5389,01-03-2021,19226,2196,3186,13844,5974,3,1000
MKT5389,01-04-2021,16043,1179,1807,13057,9157,1,800
MKT5389,01-05-2021,19705,1076,3619,15010,5495,0,1100
MKT5389,01-06-2021,9493,31,2416,7046,15707,1,500
MKT5389,01-07-2021,12817,2441,1381,8995,12383,0,800
MKT5389,01-08-2021,19479,1071,3492,14916,5721,1,1700
MKT5389,01-09-2021,19614,2296,5329,11989,5586,3,0
MKT5496,01-10-2020,17849,895,3708,13246,7351,0,700
MKT5496,01-11-2020,15252,1852,3649,9751,9948,0,1900
MKT5496,01-12-2020,19774,1180,4396,14198,5426,1,1600
MKT5496,01-01-2021,17278,1510,3647,12121,7922,0,1300
MKT5496,01-02-2021,14757,981,3758,10018,10443,2,800
MKT5496,01-03-2021,9531,1386,1452,6693,15669,2,2000
MKT5496,01-04-2021,12595,1053,4733,6809,12605,3,1300
MKT5496,01-05-2021,9539,2450,2399,4690,15661,3,2000
MKT5496,01-06-2021,14916,313,1293,13310,10284,1,300
MKT5496,01-07-2021,11493,1072,4197,6224,13707,3,100
MKT5496,01-08-2021,10096,1720,3237,5139,15104,3,1000
MKT5496,01-09-2021,10346,993,1067,8286,14854,1,0
MKT5658,01-10-2020,15042,2343,3877,8822,10158,2,1000
MKT5658,01-11-2020,10158,2528,2127,5503,15042,1,200
MKT5658,01-12-2020,12913,2438,2813,7662,12287,1,1800
MKT5658,01-01-2021,8435,1478,2089,4868,16765,2,1200
MKT5658,01-02-2021,10610,2165,2976,5469,14590,2,1500
MKT5658,01-03-2021,19811,1583,4126,14102,5389,2,0
MKT5658,01-04-2021,12338,2005,3659,6674,12862,2,1900
MKT5658,01-05-2021,9720,1270,2543,5907,15480,1,1300
MKT5658,01-06-2021,19421,572,3959,14890,5779,3,1100
MKT5658,01-07-2021,15251,610,2563,12078,9949,1,1100
MKT5658,01-08-2021,14874,623,2238,12013,10326,3,100
MKT5658,01-09-2021,11274,463,5059,5752,13926,3,1100
MKT5736,01-10-2020,15359,2079,5391,7889,9841,2,1000
MKT5736,01-11-2020,17940,1260,2105,14575,7260,1,200
MKT5736,01-12-2020,17556,395,3363,13798,7644,3,400
MKT5736,01-01-2021,17635,352,3968,13315,7565,3,200
MKT5736,01-02-2021,15522,2539,1637,11346,9678,0,800
MKT5736,01-03-2021,9358,2085,1196,6077,15842,0,1800
MKT5736,01-04-2021,11628,1382,1414,8832,13572,0,1100
MKT5736,01-05-2021,17934,1314,1424,15196,7266,2,1400
MKT5736,01-06-2021,16181,2548,4577,9056,9019,2,2000
MKT5736,01-07-2021,15509,2387,2775,10347,9691,2,1300
MKT5736,01-08-2021,16644,1741,4523,10380,8556,0,800
MKT5736,01-09-2021,18529,883,1563,16083,6671,3,300
MKT5780,01-10-2020,19014,780,3766,14468,6186,0,400
MKT5780,01-11-2020,15337,1037,4707,9593,9863,1,1000
MKT5780,01-12-2020,9155,949,3127,5079,16045,3,1400
MKT5780,01-01-2021,9589,1663,3624,4302,15611,2,900
MKT5780,01-02-2021,12077,1018,1475,9584,13123,3,1300
MKT5780,01-03-2021,12540,1867,1510,9163,12660,1,2000
MKT5780,01-04-2021,11388,2238,2127,7023,13812,2,900
MKT5780,01-05-2021,16424,21,2454,13949,8776,0,1500
MKT5780,01-06-2021,14559,2199,3857,8503,10641,3,400
MKT5780,01-07-2021,11748,1068,3669,7011,13452,1,400
MKT5780,01-08-2021,14723,1467,3575,9681,10477,0,1400
MKT5780,01-09-2021,16087,2002,1795,12290,9113,0,300
MKT5946,01-10-2020,13559,2265,5247,6047,11641,0,900
MKT5946,01-11-2020,7762,2169,1248,4345,17438,1,1000
MKT5946,01-12-2020,14044,408,4410,9226,11156,1,1700
MKT5946,01-01-2021,15043,857,4153,10033,10157,2,1300
MKT5946,01-02-2021,18768,1354,3672,13742,6432,2,1800
MKT5946,01-03-2021,20020,768,4726,14526,5180,1,700
MKT5946,01-04-2021,16659,2245,3013,11401,8541,3,1600
MKT5946,01-05-2021,11524,682,2986,7856,13676,2,1400
MKT5946,01-06-2021,6259,1246,1312,3701,18941,0,1200
MKT5946,01-07-2021,9725,431,4091,5203,15475,1,400
MKT5946,01-08-2021,21582,2276,3849,15457,3618,2,1600
MKT5946,01-09-2021,19964,1789,2594,15581,5236,2,1600
MKT5973,01-10-2020,15962,1779,3602,10581,9238,3,1400
MKT5973,01-11-2020,12898,2506,1025,9367,12302,3,1000
MKT5973,01-12-2020,16649,2572,1553,12524,8551,2,1700
MKT5973,01-01-2021,14630,2095,2230,10305,10570,3,1800
MKT5973,01-02-2021,11319,788,4029,6502,13881,2,300
MKT5973,01-03-2021,19051,450,5268,13333,6149,2,2000
MKT5973,01-04-2021,19944,1010,4783,14151,5256,2,2000
MKT5973,01-05-2021,11335,2145,1764,7426,13865,3,600
MKT5973,01-06-2021,10554,2270,1054,7230,14646,3,2000
MKT5973,01-07-2021,15733,309,5397,10027,9467,3,300
MKT5973,01-08-2021,8106,92,2426,5588,17094,1,900
MKT5973,01-09-2021,8706,2624,975,5107,16494,3,1500
MKT6052,01-10-2020,11647,752,3601,7294,13553,3,1100
MKT6052,01-11-2020,12050,377,5110,6563,13150,1,800
MKT6052,01-12-2020,12393,213,4362,7818,12807,2,1900
MKT6052,01-01-2021,10415,400,2435,7580,14785,0,1500
MKT6052,01-02-2021,10503,1221,4297,4985,14697,1,1200
MKT6052,01-03-2021,19087,2517,4857,11713,6113,0,1800
MKT6052,01-04-2021,14568,1053,1035,12480,10632,0,400
MKT6052,01-05-2021,6608,1164,1010,4434,18592,1,1500
MKT6052,01-06-2021,10106,1654,3371,5081,15094,1,100
MKT6052,01-07-2021,12662,1298,1710,9654,12538,1,200
MKT6052,01-08-2021,11167,313,2007,8847,14033,1,400
MKT6052,01-09-2021,10409,97,1542,8770,14791,0,1700
MKT6334,01-10-2020,15861,240,3200,12421,9339,1,1500
MKT6334,01-11-2020,9573,660,2880,6033,15627,3,200
MKT6334,01-12-2020,15544,512,1338,13694,9656,1,400
MKT6334,01-01-2021,20496,1889,3686,14921,4704,0,900
MKT6334,01-02-2021,10023,843,3130,6050,15177,2,1100
MKT6334,01-03-2021,12817,478,3230,9109,12383,1,600
MKT6334,01-04-2021,12614,1235,3324,8055,12586,0,1400
MKT6334,01-05-2021,18764,1785,1536,15443,6436,1,1300
MKT6334,01-06-2021,20501,1799,3243,15459,4699,1,200
MKT6334,01-07-2021,7743,1404,1943,4396,17457,3,600
MKT6334,01-08-2021,11094,1143,2909,7042,14106,3,300
MKT6334,01-09-2021,14641,147,4938,9556,10559,3,2000
MKT6486,01-10-2020,13403,1855,2791,8757,11797,1,1500
MKT6486,01-11-2020,15157,365,3660,11132,10043,0,400
MKT6486,01-12-2020,16750,1,1304,15445,8450,2,1600
MKT6486,01-01-2021,12736,2450,3201,7085,12464,2,1300
MKT6486,01-02-2021,13429,1489,2222,9718,11771,0,1500
MKT6486,01-03-2021,15376,2064,1556,11756,9824,3,1300
MKT6486,01-04-2021,8237,703,1870,5664,16963,0,200
MKT6486,01-05-2021,18814,1013,2040,15761,6386,2,0
MKT6486,01-06-2021,18087,2394,1675,14018,7113,1,1100
MKT6486,01-07-2021,15894,1826,3926,10142,9306,2,1200
MKT6486,01-08-2021,8268,1911,1999,4358,16932,0,800
MKT6486,01-09-2021,18320,278,1972,16070,6880,1,1000
MKT6535,01-10-2020,10158,2236,3594,4328,15042,1,1600
MKT6535,01-11-2020,13231,1017,2473,9741,11969,3,700
MKT6535,01-12-2020,16375,718,2808,12849,8825,2,800
MKT6535,01-01-2021,20136,2599,1531,16006,5064,2,700
MKT6535,01-02-2021,13943,2044,1159,10740,11257,2,500
MKT6535,01-03-2021,13501,1107,3468,8926,11699,2,600
MKT6535,01-04-2021,9647,55,5266,4326,15553,2,800
MKT6535,01-05-2021,16114,2669,3676,9769,9086,3,2000
MKT6535,01-06-2021,10806,385,2440,7981,14394,3,2000
MKT6535,01-07-2021,14825,2261,1837,10727,10375,0,1200
MKT6535,01-08-2021,8971,1086,2044,5841,16229,1,1500
MKT6535,01-09-2021,16909,1254,1288,14367,8291,3,900
MKT6575,01-10-2020,13759,2632,5265,5862,11441,2,700
MKT6575,01-11-2020,8350,33,3780,4537,16850,2,400
MKT6575,01-12-2020,17953,1760,4772,11421,7247,3,400
MKT6575,01-01-2021,10089,680,2206,7203,15111,1,1500
MKT6575,01-02-2021,16908,1327,2516,13065,8292,1,800
MKT6575,01-03-2021,14728,2289,4863,7576,10472,1,1900
MKT6575,01-04-2021,19636,384,4014,15238,5564,0,1500
MKT6575,01-05-2021,10816,2055,3299,5462,14384,0,1400
MKT6575,01-06-2021,14651,650,1040,12961,10549,1,700
MKT6575,01-07-2021,20136,1077,5094,13965,5064,1,800
MKT6575,01-08-2021,14482,2304,4918,7260,10718,3,2000
MKT6575,01-09-2021,12910,2171,4589,6150,12290,3,1700
MKT6592,01-10-2020,13682,436,3303,9943,11518,1,800
MKT6592,01-11-2020,16680,45,2635,14000,8520,0,1200
MKT6592,01-12-2020,11588,2305,2800,6483,13612,2,1100
MKT6592,01-01-2021,16009,2452,1746,11811,9191,1,1400
MKT6592,01-02-2021,16288,1793,1836,12659,8912,0,2000
